text,Sexism,Women,Homophobia,Homossexuals,Lesbians,Body,Fat.people,Fat.women,Ugly.people,Ugly.women,Racism
"Hahaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prenderam a muçulmana que agita manifestação anti-Trump.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essa vaca quer implantar a sharia nos EUA. https://t.co/IszqexQH92",1,1,0,0,0,0,0,0,0,0,0
"Eu sou demasiado tudo. Demasiado alta,demasiado gorda,demasiado feia,demasiado paciente,demasiado sentimental,puta que pariu.",1,1,0,0,0,1,1,1,1,1,0
"RT @patxwxxd: feminazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mulher é perigo dirigindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loira burra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pega vários é piranha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roupa curta merece estupro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""homem é babaca"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoOOoOOssa _",1,1,0,0,0,0,0,0,0,0,0
"Tem homem que pensa que mulher é máquina de refrigerante,que vc deposita apoio e recebe uma foda",1,1,0,0,0,0,0,0,0,0,0
"RT @Egocentricpapi: Mulher inteligente é outro mambo ya,não tem como! Burra não,pode ser bue bonita mas burra ta gato,pode morrer..",1,1,0,0,0,0,0,0,0,0,0
Desde que o Pinto da Costa deixou de fotografar mamas brasileiras para fotografar pés mexicanos o Porto nunca mais ganhou nada...,1,1,0,0,0,0,0,0,0,0,0
"Desculpa gente,mas quando vejo mulher falando mal do feminismo eu só consigo pensar que ela é muito burra ou não sabe o que é feminismo",1,1,0,0,0,0,0,0,0,0,0
RT @favcamzjb: cheguei à conclusão de que eu sou feia e gorda,1,1,0,0,0,1,1,1,1,1,0
"Rendimento médio mensal dos brasileiros:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homens brancos – R$ 2.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulheres brancas – entre R$ 1.500 e R$ 2.000... https://t.co/WteLnV1I7U",1,1,0,0,0,0,0,0,0,0,0
Imagina que loko seria se no dia das mulheres recebessemos respeito https://t.co/HCuE70Ol5k,1,1,0,0,0,0,0,0,0,0,0
RT @roxmo: #primeiroassedio Acho que eu tinha uns 10 anos. Uma empregada me deixou pegar nos peitos dela. Foi bom pra cacete.,1,1,0,0,0,0,0,0,0,0,0
"""Po gata,fica cmg"" ""não"" ""SAI DAQUI ENTÃO,NÃO QUERIA,VC É TODA ZOADA GORDA FEIA IA TE PEGAR POR PENA"" (?????????????????)",1,1,0,0,0,1,1,1,1,1,0
"e eu q respondi meu primo como se fosse meu aniversario? ""feliz dia da mulher clarinha"" ""brigadaa tudo em dobro"" (????) kk cuidado c a burra",1,1,0,0,0,0,0,0,0,0,0
"""Mulher nova,bonita e carinhosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faz o homem gemer sem sentir dor.."" #MulherDeVerdade",1,1,0,0,0,0,0,0,0,0,0
""" Burra é a mulher que aceita ser Amante Pois valorizar um traidor,Ajuda a destruir um relacionamento e nunca terá moral de ser única .. !",1,1,0,0,0,0,0,0,0,0,0
"Matérias q deveriam ser obrigatórias (meninos),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- PORT/MATEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Geografia/Hist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Largar de viadagem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Seja homem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Coma mulher direito seu FDP",1,1,1,1,0,0,0,0,0,0,0
"seja romântico e se declare pra mina sim amiguinho,mulheres adoram homem romântico https://t.co/ObbPRwggx7",1,1,0,0,0,0,0,0,0,0,0
RT @feministinho: Hoje vi uma mulher se afogando no clube. Fiquei apenas de longe incentivando-a para não roubar seu protagonismo. O velóri _,1,1,0,0,0,0,0,0,0,0,0
"""vc tá feia,gorda,ninguém vai gostar de vc assim"" https://t.co/AepW67xnKF",1,1,0,0,0,1,1,1,1,1,0
"Claro que sim,é só vc não ser um babaca nerds,um valentão da rede,uma mulher imbecil,um hipster freak ou viciado em celebridades.",1,1,0,0,0,0,0,0,0,0,0
"Tô gorda e n consigo emagrecer,certeza q minha gastrite tá piorando pq só passo mal,n tenho inglês fluente,n sei nadar,sou feia +",1,1,0,0,0,1,1,1,1,1,0
"As mulheres n sabem lidar c/ a verdade.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontem disse a 1 amiga q ficava melhor d rabo-de-cavalo,começou a chorar e bazou para a quimioterapia",1,1,0,0,0,0,0,0,0,0,0
RT @sadcharlott: homem não gosta de mulher homem gosta de feminilidade quem gosta de mulher é sapatão,1,1,1,1,1,0,0,0,0,0,0
"To me sentindo uma burra perto dessa mulher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MasterChefBR",1,1,0,0,0,0,0,0,0,0,0
#SerMulherÉ fazer xixi sentada,1,1,0,0,0,0,0,0,0,0,0
RT @maathbz: pela foto do perfil se for o pisao dela a familia tradicional já está morta por esmagamento https://t.co/JQ742cHRBX,1,1,0,0,0,1,1,1,0,0,0
e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf,1,1,0,0,0,1,1,1,1,1,0
"Eu cresci ouvindo:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""nossa,tu é mulher mesmo?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""nunca vai ter filhos"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""nunca alguem vai te amar"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""vai ficar pra titia,viu?"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""tu é sapatão?""",1,1,0,0,0,0,0,0,0,0,0
"RT @DjLuizinho22: @JhullyMelo79 não é sapatão mesmo não,eu errei ...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E traveco mesmo,mó pirocão que tem ",1,1,1,1,1,0,0,0,0,0,0
Horas seguidas que quero te comer: quantidade de vagas para a libertadores,1,1,0,0,0,0,0,0,0,0,0
@OdeCarvalho prefiro ser magra feia a ser gorda bonita. Mesmo se as gordas se arrumarem ñ adianta pela falta d elegancia do porte físico,1,1,0,0,0,1,1,1,0,0,0
"na hora nem me toquei que era por causa do dia da mulher,cuidado com a burra",1,1,0,0,0,0,0,0,0,0,0
só nao pode ser gorda e feia,1,1,0,0,0,1,1,1,1,1,0
A mulher mais burra do brasil,1,1,0,0,0,0,0,0,0,0,0
Essa hora é qdo a mulher quer sair da balada pra ir pra casa pra levar vara,1,1,0,0,0,0,0,0,0,0,0
@rainhadohate146 Tão mas tu és burra ou que ?Não percebeste o q eu disse? Tu és UMA MULHER ! É o teu dia ! Mas eu n stou a flr d nscr mulher,1,1,0,0,0,0,0,0,0,0,0
"A travesti Dandara,de 42 anos,foi espancada,torturada e morta por cinco homens em 15 de fevereiro,no bairro... https://t.co/ngogXbtumi",1,1,0,0,0,0,0,0,0,0,0
queria ser uma modelo da victoria's secret mas infelizmente sou feia e gorda,1,1,0,0,0,1,1,1,1,1,0
RT @direitafalando: Deus criou adao e eva e nao adao e ivo,1,1,0,0,0,0,0,0,0,0,0
"Povo falando que tô linda grávida,onde????? Gente,eu me sinto um monstro,tanto de gorda,quanto de feia kkkk",1,1,0,0,0,1,1,1,1,1,0
"feliz dia das mães pras mães de verdade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NaoAoAborto",1,1,0,0,0,0,0,0,0,0,0
A coisa q mais me da odio na vida é mulher machista. Qnd escuto alguma falando merda fico com mt abuso - pq odeio gnt burra e ignorante tb,1,1,0,0,0,0,0,0,0,0,0
Para desconcentrar um homem com um decote é necessário ter peitos https://t.co/xAwMiLHb7P,1,1,0,0,0,0,0,0,0,0,0
"#SerMulherÉ achar que por vc ser gorda está fora do ""normal"" e feia.",1,1,0,0,0,1,1,1,1,1,0
"@FabisMorelli miga nao tem livro de estudos em promoçao,mulher é burra",1,1,0,0,0,0,0,0,0,0,0
"Uma #MulherDeVerdade prefere amor,tesão,envolvimento a preconceitos.",1,1,0,0,0,0,0,0,0,0,0
"E depois reclamam da ""solidão da mulher negra"",sendo chata assim quero ver quem que namora esse traste https://t.co/dYZMUifyvL",1,1,0,0,0,0,0,0,0,0,1
"HOMEM QUE USA SAIA E MAQUIAGEM:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APROPRIAÇÃO CULTURAL FEMININA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MULHER QUE DEIXA O SUVACO PELUDO:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APROPRIAÇÃO CULTU _ https://t.co/wosNyx4JLo",1,1,0,0,0,0,0,0,0,0,0
"@homemdeverdade não tem namorada,tem fêmea temporária.",1,1,0,0,0,0,0,0,0,0,0
"#CampusParty! Esse lugar que deve feder espinha azeda que passou da validade,tem menos mulher do que um vale tudo em Juazeiro !",1,1,0,0,0,0,0,0,0,0,0
RT @AstoonHabbo: Passando Camp Rock na Disney e eu só vendo o quanto ela era gorda e feia quando não tinha dinheiro,1,1,0,0,0,1,1,1,1,1,0
"""A maior ambição da mulher é despertar o amor."" #MulherDeVerdade",1,1,0,0,0,0,0,0,0,0,0
"Mulher que fica: ""ai não sou feminista"" tem que ser mt burra msm né pra ir contra algo que defende ELA",1,1,0,0,0,0,0,0,0,0,0
MULHER BURRA DA PORRA,1,1,0,0,0,0,0,0,0,0,0
#PrecisamosFalarSobreAborto Vc deveria ter sido abortado,1,1,0,0,0,0,0,0,0,0,0
"Tá passando o jogo mulher,pô https://t.co/60ugbsi6Em",1,1,0,0,0,0,0,0,0,0,0
"amante de homem fudido é ser burra duas vezes - pepita,mulher",1,1,0,0,0,0,0,0,0,0,0
"tem nada de gorda e feia,smp foi linda nenem —_   https://t.co/j1DnxATjkZ",1,1,0,0,0,1,1,1,1,1,0
"Ontem eu me lembrei q a mttttt tmp atras,acho q uns 7 anos eu tive uma professora sapatao,descobrir q hj ela possui o nome de allan",0,0,1,1,1,0,0,0,0,0,0
"RT @Elizaqueta1: Se as crianças gays que que assistem casais heteros a se beijar não ficam ""direitos"",como è q supostamente vai acontecer o _",0,0,1,1,0,0,0,0,0,0,0
"talvez se eu nao tivesse descoberto gzsz no ano de enem estaria fazendo medicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sapatao eh uma praga",0,0,1,1,1,0,0,0,0,0,0
"Não somos discriminadores,ao contrário,queremos igualdade! #orgulhohetero",0,0,1,0,0,0,0,0,0,0,0
RT @barata2001: @bento__9 @aloaloads isso e racismo pos anoes pretos fufas gays e shemales simao,0,0,1,1,1,0,0,0,0,0,0
"@Curate_Angola não sei,nunca vi o desenho em questão,porém se é para idades que não podem ver beijo gay também nã _ https://t.co/dnOVsMiBa5",0,0,1,1,0,0,0,0,0,0,0
"@anapaularsstt sapatao tinha q ser né,meu sonho bjar a callie,agora sou arizona já posso realizá-lo",0,0,1,1,1,0,0,0,0,0,0
"Mentira,mesmo sendo sapatao ja estou preocupada,porque vai que eu engravidei pelo vaso sanitario ",0,0,1,1,1,0,0,0,0,0,0
"RT @becsamorim: eu queria dedicar esse tweet à minha sapatonice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
obrigada vida por ser sapatão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjs",0,0,1,1,1,0,0,0,0,0,0
RT @beckttx: @paolabuzzone por isso eu sou sapatao. super indico.,0,0,1,1,1,0,0,0,0,0,0
Iiiih sapatão sinistra kkkkkkkkkkkkkkkk,0,0,1,1,1,0,0,0,0,0,0
"porque é que todas as fufas qd são mais novas dizem ser ""bi""?",0,0,1,1,1,0,0,0,0,0,0
RT @PqpCarol22: @BalaaTreem E tão sapatão que não sabe oq é pauuuuu,0,0,1,1,1,0,0,0,0,0,0
é por isto q adoro fufas  https://t.co/BdGYXdnW10,0,0,1,1,1,0,0,0,0,0,0
Bom dia só pras sapatão,0,0,1,1,1,0,0,0,0,0,0
"Sapatão fala ""AAAAAAAAAA"" de alegria,de aleluia kkkkkkkk https://t.co/Wgr9drJ2YK",0,0,1,1,1,0,0,0,0,0,0
"RT @CarladaGloria: Normal,pq escondendo para as crianças q a homosexualidade existe,só irás estar a ensinar a tua criança a não respeitar _",0,0,1,0,0,0,0,0,0,0,0
RT @CusquicesFufas: Fufas trocam alma por pão fofo !,0,0,1,1,1,0,0,0,0,0,0
"Voltei do hospital agora,fui ver um tio que tá gay. Ele tá melhor,já tá pegando nos peito da enfermeira",0,0,1,1,0,0,0,0,0,0,0
Fala ai mariquinhas e afins.... Como vai a falta de culhão para resolver qualquer coisinha ?,0,0,1,1,0,0,0,0,0,0,0
A Sbx deve ter sapatão nos organizadores kkkkk pq é só essas cover gay ue,0,0,1,1,1,0,0,0,0,0,0
wtf um tt sobre boatos das fufas mais conhecidas do Porto está a seguir-me Q MERDA É ESS,0,0,1,1,1,0,0,0,0,0,0
"RT @Mozzein_: - e as namoradinhas?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- então tia... https://t.co/huId17fbpk",0,0,1,1,1,0,0,0,0,0,0
RT @eviesramos: eu amo a indústria sapatao brasileira https://t.co/zFYB8TgiA0,0,0,1,1,1,0,0,0,0,0,0
"Eu sou bi e não sapatão. E mesmo se eu fosse,ninguém tem nada a ver com isso!",0,0,1,1,1,0,0,0,0,0,0
@joanaccbarbosa @t4keshy sim mas n gosto de fufas.,0,0,1,1,1,0,0,0,0,0,0
"@shitsokey seguiu-me esse e um de ""fufas do porto"" ontem e eu só pensei que fosse uma brincadeira mas não,levam essa merda a sério",0,0,1,1,1,0,0,0,0,0,0
ent fufas e pretos quem mais adormeceu?,0,0,1,1,1,0,0,0,0,0,1
"nojo desses omi,ainda bem que eu sou sapatão",0,0,1,1,1,0,0,0,0,0,0
"Vim trabalhar com uma camiseta da minha namorada hoje,tô me sentindo bem sapatão ",0,0,1,1,1,0,0,0,0,0,0
"as fufas usam sempre o msm argumento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
""como mais cona que tu""",0,0,1,1,1,0,0,0,0,0,0
Mundo de fufas não é mesmo para mim,0,0,1,1,1,0,0,0,0,0,0
RT @margaridtavares: Vcs fufas são bue abusadas,0,0,1,1,1,0,0,0,0,0,0
muito dificil dar parabens pra sapatao da aline ela nao responde,0,0,1,1,1,0,0,0,0,0,0
RT @cusBahia: Dossiê: Sapatão é revolução! Existências e resistências das lesbianidades nas encruzilhadas subalternas. Até 26/03 https://t. _,0,0,1,1,1,0,0,0,0,0,0
RT @zfbla: o dia da mulher foi top pois passei c as sapatao mais top do planeta,0,0,1,1,1,0,0,0,0,0,0
@Nai_oli88 o que eu conheço de sapatão racista.....,0,0,1,1,1,0,0,0,0,0,0
heterofobicos não passarão,0,0,1,0,0,0,0,0,0,0,0
@Mih_ArmstrongL @otmar03 ahhh explicado..lesbica..OK mas ta valendo é mulher XX ... mas ainda é massa de manobra do JW. por isso fala merda,0,0,1,1,1,0,0,0,0,0,0
@belaaferaa aceitei pq sou uma sapatão sinistra,0,0,1,1,1,0,0,0,0,0,0
@sagitarionizei eu só sigo sapatão e viado kkkk,0,0,1,1,1,0,0,0,0,0,0
A intoxicação e mariquice mental da ditadura do relativismo anulam os valores e enfraquecem as vontades. Depois são _ https://t.co/qva99FyYk9,0,0,1,1,0,0,0,0,0,0,0
"mais sapatão que isso,só isso https://t.co/LadAgP8NRx",0,0,1,1,1,0,0,0,0,0,0
Na minha sala só tem viado e sapatão  e a coisa mais engraçada do mundo,0,0,1,1,1,0,0,0,0,0,0
"ACHO RIDÍCULO,MAS RESPEITO,NÃO SOU HOMOFÓBICO https://t.co/gC4L1yJ1ls",0,0,1,0,0,0,0,0,0,0,0
RT @miikaa_assis: quando junta mt sapatao num grupo só n da né,0,0,1,1,1,0,0,0,0,0,0
"@Ijunqsouza @PastorMalafaia Religiosos ou não,devemos agradecer que estes reneguem o homossexualismo. Enquanto todos se calaram,só a......",0,0,1,0,0,0,0,0,0,0,0
"RT @editorahumanas: Se eu tiver um filho gay,serei duplamente presente pra ele não precisar se expor pra chamar minha atenção",0,0,1,1,0,0,0,0,0,0,0
RT @mundodrogado: Antes o homossexualismo era proibido.Depois passou a ser tolerado.Hoje é normal.Eu vou embora antes que vire obrigatór ...,0,0,1,0,0,0,0,0,0,0,0
Agora pareço aqueles gajos que se viram para as fufas e dizem que ela são fufas pq nunca experimentaram pila (????????) Lol,0,0,1,1,1,0,0,0,0,0,0
RT @minahetero: #meuamigosecreto gosta de ver lésbicas se beijando mas se for gay aí é pecado deus não gosta,0,0,1,1,0,0,0,0,0,0,0
"aos mariquinhas que passam o dia twittando,eu voltei.",0,0,1,1,0,0,0,0,0,0,0
"RT @girlslkgirls: sapatão raitella,tem como? tem https://t.co/cPHYOylEYz",0,0,1,1,1,0,0,0,0,0,0
"RT @jpintocoelho60: A Europa,muito doente e submissa a estes espectáculos de mariquice nojenta,claro que se torna presa fácil do Islão in _",0,0,1,1,0,0,0,0,0,0,0
Raiane sapatão fld dá mh bunda KKKKKKKKK,0,0,1,1,1,0,0,0,0,0,0
@beckttx @spacelerman ELA EH SAPATAO EH LARISSA JOGA IDEIA VAI Q ELA SE ENCANTA,0,0,1,1,1,0,0,0,0,0,0
"Bom dia,sapatão! ",0,0,1,1,1,0,0,0,0,0,0
Heterosexual e homem de verdade #twittealgomuitoantigo,1,0,1,1,0,0,0,0,0,0,0
"RT @frasesdegays: se você não tem uma prima sapatão,a prima sapatão é você",0,0,1,1,1,0,0,0,0,0,0
"Eu no 6° ano sentia-me rebelde porque chamava às minhas amigas ""fufinha"" e elas ficavam felizes qd na vdd insinuava q eram fufas",0,0,1,1,1,0,0,0,0,0,0
@Giane13 sapatão? isso é bem coisa de sapatão shauishaius,0,0,1,1,1,0,0,0,0,0,0
Vcs fufas são bue abusadas,0,0,1,1,1,0,0,0,0,0,0
@isabeldad3 @plsdontbelong isabel eh a sapatao do banheiro falei e sai correndo,0,0,1,1,1,0,0,0,0,0,0
"- Sapatão é só pros íntimos,pra você é senhora dona lésbica ",0,0,1,1,1,0,0,0,0,0,0
@KetsiaSousa meus filhos vão aprender sobre a bela e o monstro não sobre o belo e o monstro enquanto crianças quando for altura aprendem...,0,0,1,1,0,0,0,0,0,0,0
Os cara fica me expondo no trabalho. Me chamando de sapatao. Mereço.,0,0,1,1,1,0,0,0,0,0,0
RT @ritocca: Quem é a favor da criação do Dia Nacional do Orgulho Heterossexual - popularmente falando Dia do Hétero - diga EU.,0,0,1,0,0,0,0,0,0,0,0
a sapa dessa cidade sou eu,0,0,1,1,1,0,0,0,0,0,0
"Todo dia eu to bem sapatao sim,mas tem dias que eu me surpreendo",0,0,1,1,1,0,0,0,0,0,0
2 FUFAS CONTRA UM PRETO TODO BACA,0,0,1,1,1,0,0,0,0,0,1
"Já achava a "" Bela e a Fera"",ridícula mesmo. Disney sai do armário:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
‘_A Bela e a Fera’_ terá romance gay... https://t.co/muCEEmLqxq",0,0,1,1,0,0,0,0,0,0,0
RT @srdeabo: Chegamos ao ponto de ter o pai que não aceita o filho hetero. https://t.co/Uh4kBEljgq,0,0,1,0,0,0,0,0,0,0,0
RT @seqrsfalarchupa: sdds dos jogos d futebol no verão fufas Sporting vs fufas benfica lmao,1,1,1,1,1,0,0,0,0,0,0
E quem não gosta de comparar preços no mercado é sapatão?,0,0,1,1,1,0,0,0,0,0,0
hoje eu to so a rihanna na era sapatao,0,0,1,1,1,0,0,0,0,0,0
@luana_filipaa acho  melhor q ele use so  mao pq realmente este mundo anda todo assim só fufas para um lado gays para otr ih nada contra ahn,0,0,1,1,1,0,0,0,0,0,0
RT @Thalytaangelici: Por que sapatão sofre tanto,0,0,1,1,1,0,0,0,0,0,0
"RT @toquedeveludo: Agora um poema:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eu sou sapatão.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E sapatão sempre vou ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pq gosto de pepekas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E a sua eu quero comer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",0,0,1,1,1,0,0,0,0,0,0
sempre válido saudar as sapatão,0,0,1,1,1,0,0,0,0,0,0
Deus criou adao e eva e nao adao e ivo,0,0,1,1,0,0,0,0,0,0,0
"Deveriam decaptar! Já qdo @LulapeloBrasil chama a militância sapatão de grelo duro,deveria ser beatificado. https://t.co/EJsaATZwus",0,0,1,1,1,0,0,0,0,0,0
"RT @esquerdopatata: ""ai to pensando em VIRAR sapatão pq homem n presta"" https://t.co/YOEsA2PcGA",0,0,1,1,1,0,0,0,0,0,0
"RT @thiisrita: Love on Top mas de fufas,estou lá",0,0,1,1,1,0,0,0,0,0,0
sapatão trovando igual homem https://t.co/dELjHkpPhx,0,0,1,1,1,0,0,0,0,0,0
"@drunksadlou @girlslkgirls Meu Deus,lá é o próprio vale das sapatão",0,0,1,1,1,0,0,0,0,0,0
"Estava a passar um casal de fufas por nós e a luana só grita ""HA BUE FUFONAS EM ALMADA""",0,0,1,1,1,0,0,0,0,0,0
"Porque normalmente as fufas e os paneleiros são com... —_ Pára de criar estereótipos,isso é horrível https://t.co/E59rr5vJOh",0,0,1,1,1,0,0,0,0,0,0
"RT @Naraa_meireles: Como que essas meninas consegue ir pra escola toda bonitinha??? Eu vou igual um sapatão,ainda mais quando estou com so _",0,0,1,1,1,0,0,0,0,0,0
"No futebol,#HQEH é atacante. Acha meio-de-campo coisa de veado.",1,0,1,1,0,0,0,0,0,0,0
"Boom dia para quem sonhou com a sapatão mais linda,porém foi um sonho super bizarro q não lembro nem a metade",0,0,1,1,1,0,0,0,0,0,0
"eu nao sou homofóbico,mas...........",0,0,1,0,0,0,0,0,0,0,0
RT @Dona_Lola: Como ter orgulho do q eu sou reprime qm não é? #orgulhohetero,0,0,1,0,0,0,0,0,0,0,0
@Yasmim_Ramaldes Tô esperando a sapatão fazer,0,0,1,1,1,0,0,0,0,0,0
nao tem como a anavitoria morena nao ser sapatao GENTE,0,0,1,1,1,0,0,0,0,0,0
"Fufas de merda,atiram-se a tudo o que mexe.",0,0,1,1,1,0,0,0,0,0,0
Vocês fufas são mesmo muito putas crl bastou eu meter um video com a minha namorada no insta para todas a irem seguir,0,0,1,1,1,0,0,0,0,0,0
"Hoje,bem sapatao pra aula de futebol e futsal",0,0,1,1,1,0,0,0,0,0,0
@beckttx @spacelerman eu pensei q era uma youtuber sapatao,0,0,1,1,1,0,0,0,0,0,0
